name;currency;experience;location;skills;link
Career Opportunities: Senior Data Engineer 4 (46396);USD;3-7;Mexico;data science, digital transformation, engineering services, client consulting, technology solutions, domain expert, program manager, telecom;n/a
Career Opportunities: Consultant (46042);USD;5-10;Mexico;digital transformation, data science, consulting services, technology expertise, domain understanding, domain expert, program manager, telecom;n/a
Career Opportunities: Intern (46338);USD;3-5;Mexico;data science, digital transformation, engineering skills, telecommunication knowledge, client management, consulting, domain expert, program manager;n/a
Salesforce Analytics cloud Senior Architect;USD;4-7;Hyderabad/Secunderabad;data analytics, big data analytics, bi, application consultant, dashboards, business requirement document, consultant, data science;n/a
Senior Applied Scientist - Oracle Analytics;USD;5-8;Hyderabad/Secunderabad;machine learning, data science, generative ai, deep learning, sql proficiency, algorithms, orchestration, security, python, oracle;n/a
Principal Product Manager;USD;10-13;Redmond;product management, digital advertising, brand safety, data science collaboration, a, b testing experience, product marketing;n/a
Senior Data Engineer;USD;3-5;Hyderabad/Secunderabad;Mandatory Skills : Snowflake, ANSI-SQL, Dimensional Data Modeling, Snowflake AI, ML, Snowflake-Data Science;n/a
Career Opportunities: Senior-Software Engineer (46578);USD;5-10;Mexico;digital transformation, data science, technology services, consulting experience, engineering knowledge, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Data Engineer (46398);USD;3-5;Mexico;data science  digital transformation  consulting services  engineering solutions  domain understanding, domain expert, program manager, telecom;n/a
Career Opportunities: Senior-QA Engineer (46582);USD;3-8;Mexico;digital transformation, data science, technology consulting, engineering expertise, domain knowledge, domain expert, program manager, telecom;n/a
Career Opportunities: Associate Director (46379);USD;3-5;Mexico;digital transformation, data science engineering, product engineering, technical architecture, domain expertise, consulting, program manager, telecom;n/a
Career Opportunities: Senior Data Engineer (46396);USD;2-5;Mexico;data science, digital transformation, technology consulting, engineering expertise, domain knowledge, domain expert, program manager, telecom;n/a
Career Opportunities: Deputy Manager (45952);USD;5-10;Mexico;digital transformation, data science, engineering capabilities, client consulting, technology services, domain expert, program manager, telecom;n/a
Principal Product Manager;USD;10-13;Redmond;product management, digital advertising, brand safety, data science collaboration, a, b testing experience, product marketing;n/a
Career Opportunities: Assistant Manager (46555);USD;3-5;Mexico;digital transformation, data science, technology services, engineering capabilities, domain understanding, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Associate Director (46379);USD;1-5;Mexico;digital transformation, data science, technology services, engineering capabilities, domain understanding, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Architect (46341);USD;3-7;Mexico;digital transformation, data science, engineering expertise, domain understanding, client management, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Intern (46338);USD;5-10;Mexico;digital transformation, data science, engineering capabilities, domain understanding, technology solutions, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Java Developer (46289);USD;5-10;Mexico;data science techniques   engineering principles   digital transformation   domain understanding   technology consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Associate Director (45369);USD;3-7;Mexico;data science expertise, technology consulting, digital transformation, engineering skills, domain knowledge, domain expert, program manager, telecom;n/a
Career Opportunities: Architect (45023);USD;1-6;Mexico;data science, digital transformation, technology services, domain understanding, engineering skills, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Deputy Manager (45269);USD;3-5;Mexico;data science, digital transformation, machine learning, business impact, technology services, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Architect (45024);USD;3-5;Mexico;digital transformation, data science, technology services, project management, domain knowledge, consulting, domain expert, program manager, telecom;n/a
Data Scientist;USD;0;Delhi, Delhi/NCR;data science, predictive modeling, data scientist;n/a
Applied Scientist II;USD;2-5;Redmond;data science techniques, applied machine learning, statistical modeling, experimentation design, ai driven insights, screening, compensation;n/a
LEAD AI ENGINEER;USD;8-10;Hyderabad/Secunderabad;python proficiency, ai solutions, data science leadership, cloud technologies, financial compliance, devops, mobile, machine learning;n/a
Career Opportunities: Senior Data Engineer (46396);USD;2-5;Mexico;data science, digital transformation, technology consulting, engineering expertise, domain knowledge, domain expert, program manager, telecom;n/a
Career Opportunities: Java Developer (46290);USD;5-9;Mexico;data science expertise, technology consulting, digital transformation, engineering services, domain knowledge, domain expert, program manager, telecom;n/a
Career Opportunities: Executive (46238);USD;5-10;Mexico;data science, digital transformation, engineering capabilities, domain understanding, technology services, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Devops Engineer (46034);USD;3-5;Mexico;digital transformation, data science, technology services, business impact, client consultation, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Manager (46054);USD;5-8;Mexico;digital transformation, data analytics, engineering capabilities, domain expertise, technology services, consulting, data science, program manager, telecom;n/a
Career Opportunities: Deputy Manager (45269);USD;3-5;Mexico;digital transformation, data science, engineering expertise, domain knowledge, technology services, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Architect (45023);USD;3-5;Mexico;data science, digital transformation, technology integration, engineering expertise, domain understanding, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Assistant Manager (46555);USD;3-5;Mexico;digital transformation, data science, technology services, engineering capabilities, domain understanding, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Associate Director (46379);USD;1-5;Mexico;digital transformation, data science, technology services, engineering capabilities, domain understanding, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Architect (46341);USD;3-7;Mexico;digital transformation, data science, engineering expertise, domain understanding, client management, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Intern (46338);USD;5-10;Mexico;digital transformation, data science, engineering capabilities, domain understanding, technology solutions, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Java Developer (46289);USD;5-10;Mexico;data science techniques   engineering principles   digital transformation   domain understanding   technology consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Associate Director (45369);USD;3-7;Mexico;data science expertise, technology consulting, digital transformation, engineering skills, domain knowledge, domain expert, program manager, telecom;n/a
Career Opportunities: Architect (45023);USD;1-6;Mexico;data science, digital transformation, technology services, domain understanding, engineering skills, consulting, domain expert, program manager, telecom;n/a
